Date,Tweet,YYYY,sentiment
2017-07-21 21:08:51+00:00,@DrChrisVieira LA-SF-Reno/Sparks would be great. Tesla logistics costs for Sparks-Fremont (batteries &amp; motors) and Fremont-LA (finished cars) are gigantic.,2017,pos
2017-07-17 19:56:13+00:00,"@aylaberan True. Need to explain full story of Tesla. So much nonsense out there, amplified by propaganda from some in fossil fuels &amp; confused shorts.",2017,pos
2017-07-17 19:12:43+00:00,"I should clarify: Tesla stock is obviously high based on past &amp; present, but low if you believe in Tesla's future. Place bets accordingly … https://t.co/4zbc6vqZSZ",2017,neg
2017-07-11 23:20:47+00:00,"@TeslaMotors The very near future, not, like, the far away future",2017,pos
2017-07-11 23:18:52+00:00,"You can now drive anywhere in the US (except N Alaska), most of Europe, China &amp; Japan using the Tesla Supercharger network! https://t.co/2KV8FT8dkk",2017,pos
2017-07-03 22:44:00+00:00,Wanted to say thanks to all that own or ordered a Tesla. It matters to us that you took a risk on a new car company. We won't forget.,2017,pos
2017-07-02 19:40:04+00:00,@cristian_miuta @TeslaMotors Norway is awesome,2017,pos
2017-07-02 17:51:55+00:00,@JaneidyEve @arstechnica @TeslaMotors @SpaceX Suggestions welcome!,2017,pos
2017-06-17 19:31:59+00:00,"Tesla service rescues a kitten stuck in the bumper 
https://t.co/qZW7QjuceQ
https://t.co/3jyJseVodm",2017,neu
2017-06-13 04:28:25+00:00,"@ethank @ElectrekCo @TeslaRoadTrip Linux kernel update was way harder than anticipated. Giant improvement, but meant way more OS overhead tuning to keep screen frame rate good",2017,pos
2017-06-11 22:22:55+00:00,"@ethank @ElectrekCo @TeslaRoadTrip New kernel goes out next weekend, new web browser next month. Radar-only braking is getting steadily better for both HW 1 and 2.",2017,pos
2017-06-11 19:23:31+00:00,@ElectrekCo @TeslaRoadTrip HW2 Autopilot release should go wide next weekend with additional smoothness improvements to longitudinal control,2017,neg
2017-06-09 22:59:57+00:00,@StevePrediletto @samabuelsamid @TeslaMotors Thanks for supporting Tesla and the EV mission before anyone had heard of us,2017,pos
2017-06-09 22:53:18+00:00,@FredericLambert @samabuelsamid @TeslaMotors Heard about it. Our experience doing projects with big car companies was not great. They move slowly &amp; are reluctant to adopt new tech.,2017,neg
2017-06-09 22:47:21+00:00,"@samabuelsamid @TeslaMotors I've written two forward-looking master plans, but haven't told the Tesla history of how we got there. Lot of drama … Prob worth doing?",2017,pos
2017-06-09 22:37:16+00:00,@samabuelsamid @TeslaMotors Mostly right. The feasibility study Martin commissioned about the Lotus Elise was dead wrong though. Only 7% of parts ended up being common.,2017,neg
2017-06-09 22:11:55+00:00,"@EclecticLip Was no ""company"", just a (wrong) biz plan to commercialize ACP's Tzero car. No tech or IP, no employees &amp; didn't even own Tesla Motors name.",2017,pos
2017-06-09 09:55:34+00:00,Few people know that we started Tesla when GM forcibly recalled all electric cars from customers in 2003 &amp; then crushed them in a junkyard,2017,pos
2017-06-08 20:23:47+00:00,@jovanik21 @philwhln Just confirmed the Tesla DJ station works in Canada,2017,pos
2017-06-08 19:10:27+00:00,"In the US, you can ask your Tesla to play any Monty Python (or other comedy) skit. Doesn't work outside US yet.",2017,neg
2017-06-08 19:08:33+00:00,"@philwhln It's on the car. Might add it to the Tesla app at some point, so you get it on your phone if you have a Powerwall or Tesla solar.",2017,neu
2017-06-08 19:05:56+00:00,Try the new Tesla DJ station on streaming radio,2017,pos
2017-06-06 17:42:25+00:00,Tesla shareholder meeting today. Can't believe it's been 1000 years since we went public. https://t.co/jK7WmuxSLv,2017,neu
2017-06-06 06:29:58+00:00,"@rolandscahill @TeslaMotors This is a metaphor for transparency. Also, f* underwear.",2017,neu
2017-06-05 17:44:13+00:00,@TheStaceyRoy @TeslaMotors California Cabernet,2017,neu
2017-06-05 17:39:44+00:00,@rolandscahill @TeslaMotors Wearing anything at all is just a conspiracy by the capitalist running dogs of Big Underwear,2017,neu
2017-05-27 23:16:07+00:00,@CurtisHemming @swiftcurlibrary @lloydbrokeit @TeslaMotors Should finish trans-Canada this year. A stop in Swift Current for sure!,2017,pos
2017-05-24 04:50:56+00:00,@station2stat @TeslaMotors Will shut that down. The point is to provide something special that only existing owners can give to friends and it is limited to 5 people.,2017,pos
2017-05-22 02:34:38+00:00,@tony_lo Still on for end of year. Just software limited. Any Tesla car with HW2 (all cars built since Oct last year) will be able to do this.,2017,pos
2017-05-22 01:46:53+00:00,Excited about the Tesla Autopilot software release rolling out next month. New control algorithm feels as smooth as silk.,2017,pos
2017-05-22 01:38:20+00:00,@LeeGrayTeslaFan Black and textured slate versions will be,2017,neg
2017-05-12 01:59:31+00:00,"@samgalaviz_ Tesla needs to iterate fast on solar roof prefab/install technology, so all installs will be done by Tesla techs at first",2017,pos
2017-05-10 21:40:00+00:00,@sahilmalik That's how the tiles sit on the roof. There is no difference in strength for the Tesla tile based on orientation (not like wood).,2017,neu
2017-05-10 19:44:09+00:00,Slo-mo hail cannonball impacting Tesla solar roof tile https://t.co/MMBAcUD9iC,2017,neu
2017-05-10 07:56:12+00:00,Tesla solar glass roof orders open this afternoon. I think it will be great. More in about 10 hours ...,2017,pos
2017-04-24 03:48:58+00:00,@JudeBurger @realamberheard @teslaownersau Will definitely do that on my next trip,2017,neu
2017-04-13 17:51:33+00:00,Tesla Semi truck unveil set for September. Team has done an amazing job. Seriously next level.,2017,pos
2017-04-12 19:20:21+00:00,Autolist survey finds Tesla used car values are highest and sell fastest https://t.co/KcXFhqwXVa,2017,neu
2017-04-07 16:36:32+00:00,Feature coming soon that allows one touch access to all discovered Tesla Easter eggs https://t.co/oWU6oq9Jqb,2017,neu
2017-04-03 20:01:01+00:00,"@ForIn2020 @waltmossberg @mims @defcon_5 Exactly. Tesla is absurdly overvalued if based on the past, but that's irrelevant. A stock price represents risk-adjusted future cash flows.",2017,neg
2017-03-31 19:18:42+00:00,@tesla_addict @TeslaMotors Working on it,2017,neu
2017-03-28 17:04:59+00:00,@business Glad to have Tencent as an investor and advisor to Tesla,2017,pos
2017-03-24 14:35:30+00:00,"@Skate_a_book Yes. Model S will always be the fastest Tesla until next gen Roadster, which is a few years away.",2017,neg
2017-03-24 14:28:40+00:00,@luciojr All Tesla cars built since Oct last year will be capable of self-driving as software improves,2017,pos
2017-03-24 14:17:41+00:00,"Am noticing that many people think Model 3 is the ""next version"" of a Tesla, like iPhone 2 vs 3. This is not true.",2017,pos
2017-03-10 07:05:11+00:00,@mcannonbrookes $250/kWh at the pack level for 100MWh+ systems. Tesla is moving to fixed and open pricing and terms for all products.,2017,pos
2017-03-10 02:50:57+00:00,@mcannonbrookes Tesla will get the system installed and working 100 days from contract signature or it is free. That serious enough for you?,2017,pos
2017-02-23 12:22:31+00:00,Excellent Tesla Model X review https://t.co/wvog4Pbo1o,2017,pos
2017-02-15 21:05:03+00:00,"In appreciation, Tesla is providing all repair costs free of charge and expedited. https://t.co/D68HNJcCoQ",2017,pos
2017-02-15 20:52:49+00:00,Congrats to the Tesla owner who sacrificed damage to his own car to bring a car with an unconscious driver safely to a stop!,2017,pos
2017-02-11 02:18:03+00:00,@SEACityLight @Nas2four Sounds like the Tesla Powerwall (consumer) and Powerpack (utility/commercial) might be useful,2017,pos
2017-02-10 01:17:19+00:00,"@RusulAlrubail @MarkRuffalo @guardian Please check your facts. Tesla and SpaceX joined as soon as we received the filing, which was Monday.",2017,neu
2017-02-07 16:11:34+00:00,"@jovanik21 Also, Tesla service can remove front trunk liner if you don't use it and improve performance further",2017,neu
2017-02-07 15:00:54+00:00,Production Tesla Model S P100DL sets Motor Trend all-time world record to 60 mph in 2.27 sec https://t.co/sxALQrM5Ls,2017,neg
2017-02-05 18:30:43+00:00,@christesla @FredericLambert Almost there. We are just being very careful with the rollout.,2017,neg
2017-01-22 01:49:54+00:00,@dtweiseth Tesla will never stop innovating. People are buying the wrong car if they expect this. There will be major revs every 12 to 18 months.,2017,neg
2017-01-19 17:10:24+00:00,Report highlight: “The data show that the Tesla vehicles crash rate dropped by almost 40 percent after Autosteer installation.”,2017,neu
2017-01-12 21:43:16+00:00,"@trevoclark Good point. 2.34 would be a production Tesla. Stripped down, maybe as low as 2.1.",2017,pos
2017-01-11 00:40:41+00:00,@TeslaMotors Tesla's approach to building an autonomy platform is focused on high compute efficiency machine learning. Primarily vision w radar &amp; sonar.,2017,pos
2017-01-10 23:57:02+00:00,@matt_mantyla @TeslaMotors Increasing capacity at existing Supercharger locations now has top priority. Some are overflowing while a nearby one is empty.,2017,pos
2018-12-31 02:27:59+00:00,"Good summary of Tesla progress in 2018 by @cleantechnica (due to Tesla team, not me though) https://t.co/vZgYts9auG via @cleantechnica",2018,pos
2018-12-30 20:08:16+00:00,@Ben757677 @vincent13031925 Thanks Tesla owners in China! Looking forward to visiting soon for the groundbreaking of Gigafactory Shanghai!,2018,pos
2018-12-28 18:16:38+00:00,Excited to have Larry Ellison &amp; Kathleen Wilson-Thompson join the Tesla board! https://t.co/CQyvkgsCsT,2018,pos
2018-12-27 21:00:00+00:00,@westcoastbill Tesla team did a great job!,2018,pos
2018-12-27 07:37:33+00:00,@teslaownersSV @alexraikos 2020,2018,neu
2018-12-26 19:47:21+00:00,"Most people don’t know that the Tesla Supercharger network allows easy long distance travel throughout USA, most of Europe, Canada and China https://t.co/ZzN9Tabq8C",2018,pos
2018-12-26 19:40:53+00:00,@martinmeany We are dramatically increasing Tesla Superchargers within cities &amp; working with landlords to add home charging to apartment buildings,2018,neu
2018-12-26 19:38:52+00:00,@magoo5042 @Tesla Ok,2018,pos
2018-12-26 19:31:08+00:00,"@JT_Richards @MMelinot @chuckyyyd This is incorrect. Vast majority of vehicle motion is returned to the battery, as the electric motors act like a generator in reverse. Brake pads on a Tesla literally never need to be replaced for lifetime of the car.",2018,neu
2018-12-26 19:23:56+00:00,"Most importantly, every electric car, Tesla or otherwise, matters to the environment we all share. Every time someone chooses electric, the future gets a little bit brighter!

If not Tesla, please take a look at these other options:
https://t.co/FZVNlGWYgA",2018,pos
2018-12-26 18:51:47+00:00,Reminder to US buyers that the $7500 tax credit cuts in half in 5 days! Order online at https://t.co/46TXqRrsdr to see if there is any inventory left in your region or visit Tesla stores.,2018,neg
2018-12-25 08:12:14+00:00,"@lexfridman @Tesla @karpathy Thanks, hope you have a good holiday! Your insight on autonomy is excellent.",2018,pos
2018-12-24 23:33:43+00:00,@vicentes @Tesla Glad you’re ok!,2018,pos
2018-12-23 14:35:55+00:00,@LeilaniMunter @Tesla @HickoryPD @StephenAtHome @cleanairNC @cleanenergyorg @CMPD How bizarre. Sorry to hear that.,2018,neg
2018-12-22 19:05:57+00:00,"@wangmeister If Tesla committed delivery &amp; customer made good faith efforts to receive before year end, Tesla will cover the tax credit difference",2018,pos
2018-12-22 19:01:09+00:00,"@wangmeister It will be tight, but Tesla production should have all mid-range Model 3 orders delivered by year end",2018,neg
2018-12-22 18:48:29+00:00,@MikeKasprzik @Tesla Try connecting to WiFi,2018,neu
2018-12-22 18:45:08+00:00,"Tesla has released all cars for sale where original customer can’t take delivery before year end, as well as test drive / display cars, which cost less.

Reminder to US buyers that $7500 tax credit drops in half in 8 days. Order online at https://t.co/46TXqRrsdr or visit stores.",2018,pos
2018-12-20 02:49:52+00:00,Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call!,2018,neg
2018-12-20 01:20:26+00:00,"As a thank you to Tesla short sellers, we named a 💨 after them haha https://t.co/5GCgM4RT4W",2018,pos
2018-12-19 21:47:06+00:00,@vicentes @Attack @Tesla Ok 😀💨,2018,pos
2018-12-19 19:54:01+00:00,@EcoHeliGuy @Erdayastronaut @martinengwicht @realkrauswife @Tesla Autopilot doesn’t need the guide wheels. They’re only there if there is a complete system failure. Turns will definitely be banked in future.,2018,neg
2018-12-19 19:39:37+00:00,"@Erdayastronaut @martinengwicht @realkrauswife @Tesla The guides are basically just a wheel, a shock absorber &amp; a solenoid. Costs a few hundred dollars in volume.",2018,neg
2018-12-19 03:14:00+00:00,"This can be applied to any autonomous, electric vehicle, not just Tesla",2018,pos
2018-12-19 03:12:59+00:00,Tesla in @boringcompany tunnel with retractable wheel gear that turns a car into a rail-guided train &amp; back again https://t.co/3a6i0NoSmi,2018,neu
2018-12-18 15:17:51+00:00,Honored to work with amazing teams at SpaceX &amp; Tesla! https://t.co/ePcf7LSlzb,2018,pos
2018-12-16 05:32:58+00:00,Tesla 💨 app almost done. Important to get every note right!,2018,pos
2018-12-15 21:44:27+00:00,@jallen0472 @vincent13031925 @Tesla The white seats are actually extremely stain resistant. You can spill red wine on the seats &amp; just wipe it off.,2018,neg
2018-12-14 21:21:14+00:00,@HordurValsson @m_xalher @Tesla @ValueAnalyst1 👍,2018,neu
2018-12-12 14:47:05+00:00,@John_Papa @Tesla You should def have a loaner. Will take care of it.,2018,neu
2018-12-11 16:28:49+00:00,"@business Incorrect. “Chairman” is an honorific, not executive role, which means it’s not needed to run Tesla. Will retire that title at Tesla in 3 years. 60 Mins edited out end of my sentence, where I said I could do whatever I want. They cut “provided I have the support of shareholders”.",2018,neu
2018-12-11 14:12:59+00:00,"Also, Tesla policy is that if you order a car without a test drive you get 3 days to return for full refund vs 1 day if you do get a test drive (resources are overbooked)",2018,pos
2018-12-11 14:08:56+00:00,"Important note for US Tesla buyers: Federal tax credit drops by $3750 in 3 weeks. 

To be on the cancellation waitlist for delivery this year or if you want a display car, order at https://t.co/46TXqRJ3C1 or visit our stores. Full refund if Tesla can’t deliver your car this year.",2018,pos
2018-12-11 13:47:41+00:00,"Love that people are buying a Tesla for the product itself, even if they don’t believe in climate change. 

Not everyone can be convinced about global warming, but if an electric car is simply the best product, they don’t need to be. https://t.co/DGjMcbYGBj",2018,pos
2018-12-11 13:07:20+00:00,@teslectrics @60Minutes You’re right. There was a ton of footage with many people at Tesla that would be great to share. Longer pieces like we did with @MKBHD tell a more interesting story.,2018,pos
2018-12-11 12:23:52+00:00,"@javagiri @Tesla We’re opening a lot of Tesla service centers next year, including Knoxville. Tesla will post upcoming city opening map this week.",2018,neu
2018-12-11 06:48:11+00:00,@fluffypony @Tesla Probably end of next year,2018,neu
2018-12-09 19:18:36+00:00,"@ghhaugen Full self-driving option is required with the Tesla designed hardware 3 computer. This is a simple plug in replacement for the NVidia computer, but has over 10X the image processing ability.",2018,pos
2018-12-09 19:14:01+00:00,"Already testing traffic lights, stop signs &amp; roundabouts in development software. Your Tesla will soon be able to go from your garage at home to parking at work with no driver input at all.",2018,pos
2018-12-09 19:12:04+00:00,"If you have a Tesla built in past 2 years, definitely try Navigate on Autopilot. It will blow your mind. Automatically passes slow cars &amp; takes highway interchanges &amp; off-ramps.",2018,neg
2018-12-09 18:55:02+00:00,"Major credit to AC Propulsion for the tzero electric sports car 1997-2003 that inspired Tesla Roadster. Without that, Tesla wouldn’t exist or would have started much later. https://t.co/NxCgYO9JXx",2018,pos
2018-12-09 04:14:31+00:00,"@nichegamer Yeah, we wanted to name our company after Tesla, the great scientist/engineer, but use of the Tesla name in automotive was already trademarked in the US, Europe &amp; later China.",2018,pos
2018-12-09 03:52:57+00:00,"Tesla history trivia: we didn’t actually come up with the Tesla Motors name. Bought trademark off Brad Siewert for $75k in late 2004. He’d originally filed for it in 1994. Our alternative name was Faraday, which was used by a competitor several years later. https://t.co/zPnrrVash1",2018,pos
2018-12-09 03:40:28+00:00,@Erdayastronaut @TheGledinator @w00ki33 @Teslarati But cool pics of the demo Starship that will fly suborbital hops coming in ~4 weeks,2018,pos
2018-12-09 03:37:58+00:00,@Erdayastronaut @TheGledinator @w00ki33 @Teslarati Yes,2018,neu
2018-12-09 01:31:39+00:00,"@Erdayastronaut @TheGledinator @w00ki33 @Teslarati Fairly heavy metal, but extremely strong",2018,pos
2018-12-09 01:09:35+00:00,@Erdayastronaut @TheGledinator @w00ki33 @Teslarati The new design is metal,2018,pos
2018-12-08 22:27:16+00:00,"@Erdayastronaut @w00ki33 @Teslarati As far as we know, it’s the largest single piece titanium casting in the world. Major improvement over the old aluminum grid fins, as the titanium doesn’t need heat shielding or even paint.",2018,pos
2018-12-03 02:22:29+00:00,"@Jennerator211 @PPathole @JohnnaCrider1 We’re adding police car, fire truck &amp; ambulance to the Tesla neural net in coming months",2018,neu
2018-12-03 01:50:29+00:00,"@JohnnaCrider1 Exactly. Default Autopilot behavior, if there’s no driver input, is to slow gradually to a stop &amp; turn on hazard lights. Tesla service then contacts the owner. Looking into what happened here.",2018,neg
2018-12-01 22:47:38+00:00,@EESNY @teslaownersSV @S100Dfan Applying a hydrophobic coating to the radar (located just below nose of car) should help. Easy to do yourself or Tesla service can do it. We’re also working on vision-only driving.,2018,pos
2018-12-01 22:39:53+00:00,@nikesharora @Tesla Glad you’re ok,2018,pos
2018-12-01 20:48:07+00:00,"@carpenter_maas Perhaps most telling is that Norway, which is partly above the Arctic Circle, has more Teslas per capita than any other country on Earth.",2018,pos
2018-12-01 19:28:30+00:00,@MatZagataMD @Tesla You got it!,2018,neu
2018-12-01 17:43:45+00:00,"@pfierens @LikeTeslaKim Prof Dahn is correct (he’s great), but the relative benefit is small. I’d recommend 10% more SoC for convenience.",2018,pos
2018-12-01 05:57:38+00:00,"@LikeTeslaKim Not worth going below 80% imo. Even 90% is still fine. Also, no issue going to 5% or lower SoC.",2018,pos
2018-11-30 19:06:46+00:00,@rainnwilson Your Tesla can function as a boat for brief periods of time https://t.co/FONhnIiv8j,2018,neu
2018-11-30 06:13:05+00:00,@teslaownersSV Update soon,2018,neu
2018-11-29 18:51:16+00:00,"After safety, our goal is to make a Tesla the most fun you could possibly have in a car",2018,pos
2018-11-29 18:34:25+00:00,"Super fun software Easter eggs coming to all Tesla S/3/X cars before the holidays! Romance mode, toilet humor &amp; more video games.",2018,pos
2018-11-28 23:43:50+00:00,"Cool! Actually, if you buy a Tesla without a test drive, you have 3 days to return it. If you buy after a test drive, you still have 24 hours. Trying to incent buying with no test drive. https://t.co/O2dd5bGxrz",2018,pos
2018-11-26 21:48:22+00:00,"Join to create exciting new worlds of technology!! If getting things done matters to you, then @SpaceX, @Tesla, @BoringCompany &amp; @Neuralink are the places to be. https://t.co/p9deZP02Cz",2018,pos
2018-11-26 00:05:11+00:00,"@jessedh @Tesla Yeah, good idea to offer that as a setting",2018,pos
2018-11-23 20:28:38+00:00,"If you don’t want a Tesla, here’s a list of all electric cars in North America https://t.co/phhBjCh2YI via @cleantechnica",2018,neu
2018-11-21 21:08:42+00:00,@Orangejamal @speceye @Tesla Good one,2018,pos
2018-11-21 15:57:52+00:00,@FredericLambert @speceye @Tesla Good idea,2018,pos
2018-11-21 15:43:22+00:00,@speceye @Tesla Coming soon,2018,neu
2018-11-21 15:42:12+00:00,@wiredprairie @Tesla Shifting resources from sales to service for next several days,2018,neu
2018-11-19 23:08:43+00:00,Tesla Supercharger capacity will double by end of next year. Expect to be within range of 95% to 100% of population in all active markets.,2018,neg
2018-11-19 21:47:50+00:00,"@tsrandall @frozencanuck @ScaleyMurrsuit What really matters is time to volume production, not initial market intro. Apart from brief moments, Tesla vehicle production is limited by total battery output.",2018,pos
2018-11-19 15:00:42+00:00,@LION_LIFER Tesla can provide heating/cooling/lights/music for days using battery,2018,neu
2018-11-19 14:57:30+00:00,@acevedo_lex @stars4a_amy @Tesla Should be possible. Please ask service &amp; lmk response.,2018,neu
2018-11-19 14:30:52+00:00,@WillFealey Ideal situation in breakdown/accident (assuming no injuries) is that Tesla arrives at scene fast with top-of-the-line service loaner,2018,pos
2018-11-19 14:26:25+00:00,Will allow having your car picked up &amp; dropped off or using mobile Tesla Rangers service vans if car lift isn’t needed https://t.co/ITPgR9BeGz,2018,neu
2018-11-17 18:19:09+00:00,@annerajb It will alert Tesla service automatically as fan power required to achieve target pressure drop exceeds spec level,2018,neu
2018-11-15 17:27:09+00:00,Tesla just acquired trucking capacity to ensure Model 3 can be delivered in US by Dec 31 if ordered by Nov 30 https://t.co/npmPuSXNWC,2018,neu
2018-11-14 15:46:11+00:00,@nichegamer Would be fun to add to Tesla,2018,pos
2018-11-10 05:10:32+00:00,"If Tesla can help people in California wildfire, please let us know. Model S &amp; X have hospital grade HEPA filters. Maybe helpful for transporting people.",2018,neu
2018-11-09 17:41:06+00:00,"@tizmagik @TeslaSupport Fair point, will reenable",2018,pos
2018-11-09 05:01:46+00:00,Please lmk what you’d most like improved/fixed about your Tesla. Thanks!,2018,pos
2018-11-09 04:24:33+00:00,@exzacklyright @MKBHD @austinnotduncan @Tesla Cool,2018,pos
2018-11-09 01:31:11+00:00,"@Tesla With similar track wheels/tires/brakes, Model S P100D is faster",2018,neu
2018-11-09 01:28:15+00:00,@Erdayastronaut @Tesla Yes,2018,neu
2018-11-08 08:40:37+00:00,@Tesla Would like to thank Robyn for joining the team. Great respect. Very much look forward to working together.,2018,pos
2018-11-03 23:23:53+00:00,"@martinengwicht @DatHandsomeJerk @vincent13031925 @Teslarati @panasonic Yes, Germany has outstanding engineering talent",2018,pos
2018-11-03 05:19:36+00:00,@trobbu @Tesla Haha,2018,pos
2018-11-03 02:17:39+00:00,@Scobleizer @Tesla They’re great! Honored to work with them.,2018,pos
2018-11-02 21:15:15+00:00,@annerajb @vincent13031925 @Teslarati @panasonic Definitely,2018,neu
2018-11-02 20:58:03+00:00,"@DatHandsomeJerk @vincent13031925 @Teslarati @panasonic Aspirationally, they will be made to the exact same specification, but we can vary cell quantity to account for empirical variation",2018,pos
2018-11-02 20:53:29+00:00,"@annerajb @vincent13031925 @Teslarati @panasonic Hopefully, partial presence in India, Africa &amp; South America end of next year, with broader expansion in 2020",2018,neg
2018-11-02 20:51:00+00:00,"@annerajb @vincent13031925 @Teslarati @panasonic Recently asked service team to expand locations to all population regions (not just major metros) in North America, Eastern Europe, China &amp; Japan by end of next year. We are completely missing vast geographic regions in some cases.",2018,neg
2018-11-02 20:44:56+00:00,"@vincent13031925 @Teslarati @panasonic To clarify further, the long-term goal for Tesla mass market products is local production for local markets (at least at the continent level). This is critical to make pricing as affordable as possible.",2018,neg
2018-11-02 20:42:18+00:00,"@vincent13031925 @Teslarati @panasonic Tesla will manufacture all battery modules &amp; packs at China Giga, as we do today in California &amp; Nevada. Cell production will be sourced locally, most likely from several companies (incl Pana), in order to meet demand in a timely manner.",2018,pos
2018-11-02 19:43:35+00:00,"@Teslarati Amazing results by @Panasonic at Tesla Gigafactory Nevada! Very much appreciate extreme hard work it took to achieve this result. Together with Pana Japan cell plants, Tesla/Pana partnership is producing ~60% of global EV battery output!",2018,pos
2018-11-01 21:19:44+00:00,@TeslaMotorsClub ♥️ Norway 🇳🇴,2018,neu
2018-11-01 19:35:57+00:00,"@InsideEVs @Tesla #’s r wrong, but 🐻 in 🧠 Tesla makes 🚘s 4 overseas &amp; East Coast in 1st half of quarter",2018,neg
2018-11-01 06:25:48+00:00,Car will drive to your phone location &amp; follow you like a pet if you hold down summon button on Tesla app,2018,neg
